topology,glob_feat0,Index,rigid_ratio,polar_ratio,SMILES0,SMILES1,SMILES2,SMILES3,SMILES4,SMILES5,SMILES6,SMILES7,seg0_feat0,seg1_feat0,seg2_feat0,seg3_feat0,seg4_feat0,seg5_feat0,seg6_feat0,seg7_feat0,chain_node_seg_id,chain_edges,chain_node_types,chem_profile_id,mix_mode,density,Rg,D,S_q_peak,nematic_order,dielectric_constant,refractive_index
star,300,9,0.5,0.5,*Cc1ccccc1,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*Cc1ccc(C*)cc1,*CCS(=O)(=O)C(C*)(CO*)CO*,,,,,4,12.0,13.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 1, 2, 1, 2, 1, 3, 2, 1, 2, 1, 2, 1, 0, 2, 1, 2, 1, 2, 1, 0, 2, 1, 2, 1, 2, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [8, 16], [8, 23], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_benzyl_cap"", ""1"": ""deg2_PI819"", ""2"": ""deg2_xylylene"", ""3"": ""deg2_PI819"", ""4"": ""deg2_xylylene"", ""5"": ""deg2_PI819"", ""6"": ""deg2_xylylene"", ""7"": ""deg2_PI819"", ""8"": ""deg4_sulfone_junction"", ""9"": ""deg2_xylylene"", ""10"": ""deg2_PI819"", ""11"": ""deg2_xylylene"", ""12"": ""deg2_PI819"", ""13"": ""deg2_xylylene"", ""14"": ""deg2_PI819"", ""15"": ""deg1_benzyl_cap"", ""16"": ""deg2_xylylene"", ""17"": ""deg2_PI819"", ""18"": ""deg2_xylylene"", ""19"": ""deg2_PI819"", ""20"": ""deg2_xylylene"", ""21"": ""deg2_PI819"", ""22"": ""deg1_benzyl_cap"", ""23"": ""deg2_xylylene"", ""24"": ""deg2_PI819"", ""25"": ""deg2_xylylene"", ""26"": ""deg2_PI819"", ""27"": ""deg2_xylylene"", ""28"": ""deg2_xylylene"", ""29"": ""deg1_benzyl_cap""}",0.0,alternating,1.053666533,16.88870221,6.5e-14,3.684988269,0.2749869242967653,1.073592693,1.6067409226658542
comb,300,102,0.245614035,0.859649123,*CC,*CCNC(=O)CC*,C(*)(*)*,*CCOc1ccc(OCC*)cc1,,,,,5,35.0,3.0,14.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [11, 19], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [28, 37], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [37, 38], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [43, 44], [44, 45], [45, 46], [46, 47], [46, 49], [47, 48], [49, 50], [50, 51], [51, 52], [52, 53], [53, 54], [54, 55], [55, 56]]","{""11"": ""deg3_aliphatic"", ""28"": ""deg3_aliphatic"", ""46"": ""deg3_aliphatic"", ""1"": ""deg2_amide"", ""2"": ""deg2_amide"", ""3"": ""deg2_amide"", ""4"": ""deg2_amide"", ""5"": ""deg2_amide"", ""6"": ""deg2_amide"", ""7"": ""deg2_amide"", ""8"": ""deg2_amide"", ""9"": ""deg2_amide"", ""10"": ""deg2_amide"", ""19"": ""deg2_amide"", ""20"": ""deg2_amide"", ""21"": ""deg2_amide"", ""22"": ""deg2_amide"", ""23"": ""deg2_amide"", ""24"": ""deg2_amide"", ""25"": ""deg2_amide"", ""26"": ""deg2_amide"", ""27"": ""deg2_amide"", ""37"": ""deg2_amide"", ""38"": ""deg2_amide"", ""39"": ""deg2_amide"", ""40"": ""deg2_amide"", ""41"": ""deg2_amide"", ""42"": ""deg2_amide"", ""43"": ""deg2_amide"", ""44"": ""deg2_amide"", ""45"": ""deg2_amide"", ""49"": ""deg2_amide"", ""50"": ""deg2_amide"", ""51"": ""deg2_amide"", ""52"": ""deg2_amide"", ""53"": ""deg2_amide"", ""54"": ""deg2_amide"", ""55"": ""deg2_amide"", ""12"": ""deg2_phenoxyethyl"", ""13"": ""deg2_phenoxyethyl"", ""14"": ""deg2_phenoxyethyl"", ""15"": ""deg2_phenoxyethyl"", ""16"": ""deg2_phenoxyethyl"", ""17"": ""deg2_phenoxyethyl"", ""29"": ""deg2_phenoxyethyl"", ""30"": ""deg2_phenoxyethyl"", ""31"": ""deg2_phenoxyethyl"", ""32"": ""deg2_phenoxyethyl"", ""33"": ""deg2_phenoxyethyl"", ""34"": ""deg2_phenoxyethyl"", ""35"": ""deg2_phenoxyethyl"", ""47"": ""deg2_phenoxyethyl"", ""0"": ""deg1_alkyl_cap"", ""18"": ""deg1_alkyl_cap"", ""36"": ""deg1_alkyl_cap"", ""48"": ""deg1_alkyl_cap"", ""56"": ""deg1_alkyl_cap""}",1.0,junction_enriched,1.086674542,22.18993785,6.6e-14,2.918669119,0.1366108806035995,1.72380485,1.3955125435010056
star,300,12,0.5,1.0,*CCOC,*Cc1ccncc1C*,*CCOc1ccc(OCC*)cc1,*CCOC(C*)CO*,,,,,3,26.0,25.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [18, 37], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [37, 38], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [43, 44], [44, 45], [45, 46], [46, 47], [47, 48], [48, 49], [49, 50], [50, 51], [51, 52], [52, 53], [53, 54]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_pyridylmethylene"", ""2"": ""deg2_pyridylmethylene"", ""3"": ""deg2_pyridylmethylene"", ""4"": ""deg2_pyridylmethylene"", ""5"": ""deg2_pyridylmethylene"", ""6"": ""deg2_pyridylmethylene"", ""7"": ""deg2_pyridylmethylene"", ""8"": ""deg2_pyridylmethylene"", ""9"": ""deg2_pyridylmethylene"", ""10"": ""deg2_phenoxyethyl"", ""11"": ""deg2_phenoxyethyl"", ""12"": ""deg2_phenoxyethyl"", ""13"": ""deg2_phenoxyethyl"", ""14"": ""deg2_phenoxyethyl"", ""15"": ""deg2_phenoxyethyl"", ""16"": ""deg2_phenoxyethyl"", ""17"": ""deg2_phenoxyethyl"", ""18"": ""deg3_ether_junction"", ""19"": ""deg2_pyridylmethylene"", ""20"": ""deg2_pyridylmethylene"", ""21"": ""deg2_pyridylmethylene"", ""22"": ""deg2_pyridylmethylene"", ""23"": ""deg2_pyridylmethylene"", ""24"": ""deg2_pyridylmethylene"", ""25"": ""deg2_pyridylmethylene"", ""26"": ""deg2_pyridylmethylene"", ""27"": ""deg2_pyridylmethylene"", ""28"": ""deg2_pyridylmethylene"", ""29"": ""deg2_pyridylmethylene"", ""30"": ""deg2_pyridylmethylene"", ""31"": ""deg2_pyridylmethylene"", ""32"": ""deg2_pyridylmethylene"", ""33"": ""deg2_pyridylmethylene"", ""34"": ""deg2_pyridylmethylene"", ""35"": ""deg2_pyridylmethylene"", ""36"": ""deg1_methoxyethyl_cap"", ""37"": ""deg2_phenoxyethyl"", ""38"": ""deg2_phenoxyethyl"", ""39"": ""deg2_phenoxyethyl"", ""40"": ""deg2_phenoxyethyl"", ""41"": ""deg2_phenoxyethyl"", ""42"": ""deg2_phenoxyethyl"", ""43"": ""deg2_phenoxyethyl"", ""44"": ""deg2_phenoxyethyl"", ""45"": ""deg2_phenoxyethyl"", ""46"": ""deg2_phenoxyethyl"", ""47"": ""deg2_phenoxyethyl"", ""48"": ""deg2_phenoxyethyl"", ""49"": ""deg2_phenoxyethyl"", ""50"": ""deg2_phenoxyethyl"", ""51"": ""deg2_phenoxyethyl"", ""52"": ""deg2_phenoxyethyl"", ""53"": ""deg2_phenoxyethyl"", ""54"": ""deg1_methoxyethyl_cap""}",0.0,block,1.083802723,22.46306898,6.66e-14,2.964508713,0.2669598565554517,1.588075816,1.4399563323467182
star,300,9,1.0,0.5,*CCOC,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*CCOCC*,*CCS(=O)(=O)C(C*)(CO*)CO*,,,,,4,12.0,13.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 1, 2, 1, 2, 1, 3, 2, 1, 2, 1, 2, 1, 0, 2, 1, 2, 1, 2, 1, 0, 2, 1, 2, 1, 2, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [8, 16], [8, 23], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_PI819"", ""2"": ""deg2_ether"", ""3"": ""deg2_PI819"", ""4"": ""deg2_ether"", ""5"": ""deg2_PI819"", ""6"": ""deg2_ether"", ""7"": ""deg2_PI819"", ""8"": ""deg4_sulfone_junction"", ""9"": ""deg2_ether"", ""10"": ""deg2_PI819"", ""11"": ""deg2_ether"", ""12"": ""deg2_PI819"", ""13"": ""deg2_ether"", ""14"": ""deg2_PI819"", ""15"": ""deg1_methoxyethyl_cap"", ""16"": ""deg2_ether"", ""17"": ""deg2_PI819"", ""18"": ""deg2_ether"", ""19"": ""deg2_PI819"", ""20"": ""deg2_ether"", ""21"": ""deg2_PI819"", ""22"": ""deg1_methoxyethyl_cap"", ""23"": ""deg2_ether"", ""24"": ""deg2_PI819"", ""25"": ""deg2_ether"", ""26"": ""deg2_PI819"", ""27"": ""deg2_ether"", ""28"": ""deg2_ether"", ""29"": ""deg1_methoxyethyl_cap""}",1.0,alternating,1.088148852,18.50814598,6.8e-14,2.91282204,0.4256852528342981,1.229961867,1.621039696995448
linear,300,0,0.5,0.0,*Cc1ccccc1,*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,,,,,,2,14.0,14.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_benzyl_cap"", ""1"": ""deg2_PI823"", ""2"": ""deg2_PI819"", ""3"": ""deg2_PI823"", ""4"": ""deg2_PI819"", ""5"": ""deg2_PI823"", ""6"": ""deg2_PI819"", ""7"": ""deg2_PI823"", ""8"": ""deg2_PI819"", ""9"": ""deg2_PI823"", ""10"": ""deg2_PI819"", ""11"": ""deg2_PI823"", ""12"": ""deg2_PI819"", ""13"": ""deg2_PI823"", ""14"": ""deg2_PI819"", ""15"": ""deg2_PI823"", ""16"": ""deg2_PI819"", ""17"": ""deg2_PI823"", ""18"": ""deg2_PI819"", ""19"": ""deg2_PI823"", ""20"": ""deg2_PI819"", ""21"": ""deg2_PI823"", ""22"": ""deg2_PI819"", ""23"": ""deg2_PI823"", ""24"": ""deg2_PI819"", ""25"": ""deg2_PI823"", ""26"": ""deg2_PI819"", ""27"": ""deg2_PI823"", ""28"": ""deg2_PI819"", ""29"": ""deg1_benzyl_cap""}",1.0,alternating,1.100788177,29.71928509,6.84e-14,2.986742374,0.3326745949896669,1.304695738,1.502424541723449
linear,300,0,0.0,0.5,*CCOC,*c1cc(CCCC)c(*)s1,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,,,,,,2,14.0,14.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_PI919"", ""2"": ""deg2_PI819"", ""3"": ""deg2_PI919"", ""4"": ""deg2_PI819"", ""5"": ""deg2_PI919"", ""6"": ""deg2_PI819"", ""7"": ""deg2_PI919"", ""8"": ""deg2_PI819"", ""9"": ""deg2_PI919"", ""10"": ""deg2_PI819"", ""11"": ""deg2_PI919"", ""12"": ""deg2_PI819"", ""13"": ""deg2_PI919"", ""14"": ""deg2_PI819"", ""15"": ""deg2_PI919"", ""16"": ""deg2_PI819"", ""17"": ""deg2_PI919"", ""18"": ""deg2_PI819"", ""19"": ""deg2_PI919"", ""20"": ""deg2_PI819"", ""21"": ""deg2_PI919"", ""22"": ""deg2_PI819"", ""23"": ""deg2_PI919"", ""24"": ""deg2_PI819"", ""25"": ""deg2_PI919"", ""26"": ""deg2_PI819"", ""27"": ""deg2_PI919"", ""28"": ""deg2_PI819"", ""29"": ""deg1_methoxyethyl_cap""}",1.0,alternating,1.023918285,28.30470078,6.93e-14,3.356703487,0.2948392445356816,1.090625333,1.578654606562221
star,300,9,0.5,0.0,*CC,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*CCSCC*,C(*)(*)(*)*,,,,,4,12.0,13.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 2, 1, 1, 2, 2, 3, 2, 1, 2, 1, 2, 1, 0, 1, 2, 1, 2, 2, 1, 0, 2, 1, 1, 2, 2, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [8, 16], [8, 23], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_alkyl_cap"", ""1"": ""deg2_PI819"", ""2"": ""deg2_PI819"", ""3"": ""deg2_thioether"", ""4"": ""deg2_PI819"", ""5"": ""deg2_PI819"", ""6"": ""deg2_thioether"", ""7"": ""deg2_thioether"", ""8"": ""deg4_aliphatic"", ""9"": ""deg2_thioether"", ""10"": ""deg2_PI819"", ""11"": ""deg2_thioether"", ""12"": ""deg2_PI819"", ""13"": ""deg2_thioether"", ""14"": ""deg2_PI819"", ""15"": ""deg1_alkyl_cap"", ""16"": ""deg2_PI819"", ""17"": ""deg2_thioether"", ""18"": ""deg2_PI819"", ""19"": ""deg2_thioether"", ""20"": ""deg2_thioether"", ""21"": ""deg2_PI819"", ""22"": ""deg1_alkyl_cap"", ""23"": ""deg2_thioether"", ""24"": ""deg2_PI819"", ""25"": ""deg2_PI819"", ""26"": ""deg2_thioether"", ""27"": ""deg2_thioether"", ""28"": ""deg2_thioether"", ""29"": ""deg1_alkyl_cap""}",0.0,random,1.084572064,18.17122214,7e-14,2.595908681,0.5207509143262739,1.22714808,1.6268610154186793
star,300,8,0.5,1.0,*CCOC,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*CCSCC*,*CCOC(=O)C(C*)CO*,,,,,3,13.0,13.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 1, 2, 1, 2, 1, 2, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [10, 20], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_PI819"", ""2"": ""deg2_thioether"", ""3"": ""deg2_PI819"", ""4"": ""deg2_thioether"", ""5"": ""deg2_PI819"", ""6"": ""deg2_thioether"", ""7"": ""deg2_PI819"", ""8"": ""deg2_thioether"", ""9"": ""deg2_PI819"", ""10"": ""deg3_ester_junction"", ""11"": ""deg2_thioether"", ""12"": ""deg2_PI819"", ""13"": ""deg2_thioether"", ""14"": ""deg2_PI819"", ""15"": ""deg2_thioether"", ""16"": ""deg2_PI819"", ""17"": ""deg2_thioether"", ""18"": ""deg2_PI819"", ""19"": ""deg1_methoxyethyl_cap"", ""20"": ""deg2_thioether"", ""21"": ""deg2_PI819"", ""22"": ""deg2_thioether"", ""23"": ""deg2_PI819"", ""24"": ""deg2_thioether"", ""25"": ""deg2_PI819"", ""26"": ""deg2_thioether"", ""27"": ""deg2_PI819"", ""28"": ""deg2_thioether"", ""29"": ""deg1_methoxyethyl_cap""}",1.0,alternating,1.092646397,22.43184072,7.04e-14,2.67676141,0.4206695134058817,1.259834409,1.6287203251286133
linear,300,1,1.0,0.5,*Cc1ccccc1,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,*c1cc(CCCC)c(*)s1,,,,,,2,19.0,19.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39]]","{""0"": ""deg1_benzyl_cap"", ""1"": ""deg2_PI569"", ""2"": ""deg2_PI919"", ""3"": ""deg2_PI569"", ""4"": ""deg2_PI919"", ""5"": ""deg2_PI569"", ""6"": ""deg2_PI919"", ""7"": ""deg2_PI569"", ""8"": ""deg2_PI919"", ""9"": ""deg2_PI569"", ""10"": ""deg2_PI919"", ""11"": ""deg2_PI569"", ""12"": ""deg2_PI919"", ""13"": ""deg2_PI569"", ""14"": ""deg2_PI919"", ""15"": ""deg2_PI569"", ""16"": ""deg2_PI919"", ""17"": ""deg2_PI569"", ""18"": ""deg2_PI919"", ""19"": ""deg2_PI569"", ""20"": ""deg2_PI919"", ""21"": ""deg2_PI569"", ""22"": ""deg2_PI919"", ""23"": ""deg2_PI569"", ""24"": ""deg2_PI919"", ""25"": ""deg2_PI569"", ""26"": ""deg2_PI919"", ""27"": ""deg2_PI569"", ""28"": ""deg2_PI919"", ""29"": ""deg2_PI569"", ""30"": ""deg2_PI919"", ""31"": ""deg2_PI569"", ""32"": ""deg2_PI919"", ""33"": ""deg2_PI569"", ""34"": ""deg2_PI919"", ""35"": ""deg2_PI569"", ""36"": ""deg2_PI919"", ""37"": ""deg2_PI569"", ""38"": ""deg2_PI919"", ""39"": ""deg1_benzyl_cap""}",2.0,alternating,1.128380128,19.82886939,7.19e-14,2.837730189,0.5678828991130891,1.197445186,1.4737511827844083
star,300,9,0.5,0.0,*Cc1ccccc1,*CCS(=O)(=O)CC*,C(*)(*)(*)*,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,,,,,4,13.0,1.0,12.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [8, 16], [8, 23], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_benzyl_cap"", ""1"": ""deg2_sulfone"", ""2"": ""deg2_sulfone"", ""3"": ""deg2_sulfone"", ""4"": ""deg2_sulfone"", ""5"": ""deg2_sulfone"", ""6"": ""deg2_sulfone"", ""7"": ""deg2_sulfone"", ""8"": ""deg4_aliphatic"", ""9"": ""deg2_sulfone"", ""10"": ""deg2_sulfone"", ""11"": ""deg2_sulfone"", ""12"": ""deg2_sulfone"", ""13"": ""deg2_PI819"", ""14"": ""deg2_PI819"", ""15"": ""deg1_benzyl_cap"", ""16"": ""deg2_PI819"", ""17"": ""deg2_PI819"", ""18"": ""deg2_PI819"", ""19"": ""deg2_PI819"", ""20"": ""deg2_PI819"", ""21"": ""deg2_PI819"", ""22"": ""deg1_benzyl_cap"", ""23"": ""deg2_PI819"", ""24"": ""deg2_PI819"", ""25"": ""deg2_PI819"", ""26"": ""deg2_PI819"", ""27"": ""deg2_sulfone"", ""28"": ""deg2_sulfone"", ""29"": ""deg1_benzyl_cap""}",2.0,block,1.105725252,21.43737784,7.2e-14,3.062912511,0.4545529675012241,1.175728012,1.6033606112496177
linear,300,1,0.5,1.0,*CCOC,*CCOc1ccc(OCC*)cc1,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,,,,,,2,19.0,19.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_phenoxyethyl"", ""2"": ""deg2_PI569"", ""3"": ""deg2_phenoxyethyl"", ""4"": ""deg2_PI569"", ""5"": ""deg2_phenoxyethyl"", ""6"": ""deg2_PI569"", ""7"": ""deg2_phenoxyethyl"", ""8"": ""deg2_PI569"", ""9"": ""deg2_phenoxyethyl"", ""10"": ""deg2_PI569"", ""11"": ""deg2_phenoxyethyl"", ""12"": ""deg2_PI569"", ""13"": ""deg2_phenoxyethyl"", ""14"": ""deg2_PI569"", ""15"": ""deg2_phenoxyethyl"", ""16"": ""deg2_PI569"", ""17"": ""deg2_phenoxyethyl"", ""18"": ""deg2_PI569"", ""19"": ""deg2_phenoxyethyl"", ""20"": ""deg2_PI569"", ""21"": ""deg2_phenoxyethyl"", ""22"": ""deg2_PI569"", ""23"": ""deg2_phenoxyethyl"", ""24"": ""deg2_PI569"", ""25"": ""deg2_phenoxyethyl"", ""26"": ""deg2_PI569"", ""27"": ""deg2_phenoxyethyl"", ""28"": ""deg2_PI569"", ""29"": ""deg2_phenoxyethyl"", ""30"": ""deg2_PI569"", ""31"": ""deg2_phenoxyethyl"", ""32"": ""deg2_PI569"", ""33"": ""deg2_phenoxyethyl"", ""34"": ""deg2_PI569"", ""35"": ""deg2_phenoxyethyl"", ""36"": ""deg2_PI569"", ""37"": ""deg2_phenoxyethyl"", ""38"": ""deg2_PI569"", ""39"": ""deg1_methoxyethyl_cap""}",1.0,alternating,1.158144126,21.65050068,7.27e-14,3.272420548,0.4184431546640441,1.43732464,1.4924140722550192
cyclic,300,4,0.5,0.0,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*CCS(=O)(=O)CC*,,,,,,,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[[0, 1], [0, 29], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg2_PI819"", ""1"": ""deg2_PI819"", ""2"": ""deg2_sulfone"", ""3"": ""deg2_sulfone"", ""4"": ""deg2_sulfone"", ""5"": ""deg2_PI819"", ""6"": ""deg2_sulfone"", ""7"": ""deg2_PI819"", ""8"": ""deg2_PI819"", ""9"": ""deg2_PI819"", ""10"": ""deg2_sulfone"", ""11"": ""deg2_sulfone"", ""12"": ""deg2_PI819"", ""13"": ""deg2_PI819"", ""14"": ""deg2_sulfone"", ""15"": ""deg2_PI819"", ""16"": ""deg2_sulfone"", ""17"": ""deg2_sulfone"", ""18"": ""deg2_PI819"", ""19"": ""deg2_sulfone"", ""20"": ""deg2_sulfone"", ""21"": ""deg2_PI819"", ""22"": ""deg2_PI819"", ""23"": ""deg2_PI819"", ""24"": ""deg2_PI819"", ""25"": ""deg2_sulfone"", ""26"": ""deg2_sulfone"", ""27"": ""deg2_sulfone"", ""28"": ""deg2_sulfone"", ""29"": ""deg2_PI819""}",0.0,random,1.097523802,19.58456352,7.43e-14,2.843116891,0.2624676645992557,1.203838968,1.6099914037068506
