row_idx,split,label,phase_label,family,monomer_A,monomer_B,volume_fraction,degree_polymerization,topology_index
2750,fold4,0,other,PI|PS,PI,PS,0.600597918,36800.0,0.1159405507494533
2751,fold4,0,other,PI|PS,PI,PS,0.609967913,36800.0,0.11997633850478824
2752,fold4,0,other,PI|PS,PI,PS,0.619337908,36800.0,0.1114686408338458
2753,fold4,0,other,PI|PS,PI,PS,0.627767545,36800.0,0.1174482740783791
2754,fold4,0,other,PI|PS,PI,PS,0.638082696,36800.0,0.12102487040380458
2755,fold4,0,other,PI|PS,PI,PS,0.645567178,36800.0,0.1070451677473152
2756,fold4,0,other,PI|PS,PI,PS,0.654941971,36800.0,0.09831584565709284
2757,fold4,0,other,PI|PS,PI,PS,0.663371608,36800.0,0.11196086335409217
2758,fold4,0,other,PI|PS,PI,PS,0.670870482,36800.0,0.1196031472718114
2759,fold4,0,other,PI|PS,PI,PS,0.678374155,36800.0,0.11738607539510548
2760,fold4,0,other,PI|PS,PI,PS,0.685858636,36800.0,0.11390863714305469
2761,fold4,0,other,PI|PS,PI,PS,0.697094954,36800.0,0.12113013373636887
2762,fold4,0,other,PI|PS,PI,PS,0.706460152,36800.0,0.11153020483667762
2763,fold4,0,other,PI|PS,PI,PS,0.715825349,36800.0,0.09814612955907245
2764,fold4,0,other,PI|PS,PI,PS,0.724259784,36800.0,0.09837836661333588
2765,fold4,0,other,PI|PS,PI,PS,0.730808705,36800.0,0.10655612730259022
2766,fold4,0,other,PI|PS,PI,PS,0.739238342,36800.0,0.10862088298541332
2767,fold4,0,other,PI|PS,PI,PS,0.750469862,36800.0,0.10581425460222128
2768,fold4,0,other,PI|PS,PI,PS,0.759844655,36800.0,0.12205031107079943
2769,fold4,0,other,PI|PS,PI,PS,0.768283888,36800.0,0.09932896953801384
2770,fold4,0,other,PI|PS,PI,PS,0.776699132,36800.0,0.1001403492224723
2771,fold4,0,other,PI|PS,PI,PS,0.785143162,36800.0,0.10813009785710319
2772,fold4,0,other,PI|PS,PI,PS,0.794498764,36800.0,0.11738607539510548
2773,fold4,0,other,PI|PS,PI,PS,0.799195756,36800.0,0.11458719765561377
2774,fold4,0,other,PI|PS,PI,PS,0.810422478,36800.0,0.11728901144289823
2775,fold4,0,other,PI|PS,PI,PS,0.820737629,36800.0,0.12021635782788473
2776,fold4,0,other,PI|PS,PI,PS,0.828236504,36800.0,0.11886521559786502
2777,fold4,0,other,PI|PS,PI,PS,0.834809414,36800.0,0.12631616712957944
2778,fold4,0,other,PI|PS,PI,PS,0.863312814,36800.0,0.10751050061035759
2779,fold4,0,other,PI|PS,PI,PS,0.414570747,31500.0,0.09793149970549166
2780,fold4,0,other,PI|PS,PI,PS,0.421631278,31500.0,0.0910449100727438
2781,fold4,0,other,PI|PS,PI,PS,0.426089673,31500.0,0.08891915265413919
2782,fold4,0,other,PI|PS,PI,PS,0.430930681,31500.0,0.09769058600130262
2783,fold4,0,other,PI|PS,PI,PS,0.434654437,31500.0,0.08894085769097929
2784,fold4,0,other,PI|PS,PI,PS,0.442103822,31500.0,0.085823154557966
2785,fold4,0,other,PI|PS,PI,PS,0.446941709,31500.0,0.09741627820347888
2786,fold4,0,other,PI|PS,PI,PS,0.453642098,31500.0,0.10571766062853198
2787,fold4,0,other,PI|PS,PI,PS,0.456983866,31500.0,0.08701725294059096
2788,fold4,0,other,PI|PS,PI,PS,0.463676765,31500.0,0.10311393517842003
2789,fold4,0,other,PI|PS,PI,PS,0.469248668,31500.0,0.08530338655272036
2790,fold4,0,other,PI|PS,PI,PS,0.475186954,31500.0,0.08864421368477714
2791,fold4,0,other,PI|PS,PI,PS,0.478513742,31500.0,0.085823154557966
2792,fold4,0,other,PI|PS,PI,PS,0.484822781,31500.0,0.09098121936836463
2793,fold4,0,other,PI|PS,PI,PS,0.490011448,31500.0,0.10268693646338681
2794,fold4,0,other,PI|PS,PI,PS,0.49520698,31500.0,0.09288886145725357
2795,fold4,0,other,PI|PS,PI,PS,0.500772017,31500.0,0.0885736490967371
2796,fold4,0,other,PI|PS,PI,PS,0.505973791,31500.0,0.0786119034915969
2797,fold4,0,other,PI|PS,PI,PS,0.511912701,31500.0,0.10126631185590376
2798,fold4,0,other,PI|PS,PI,PS,0.514138466,31500.0,0.10048352664323291
2799,fold4,0,other,PI|PS,PI,PS,0.519720355,31500.0,0.09860196783797462
2800,fold4,0,other,PI|PS,PI,PS,0.523813615,31500.0,0.08530338655272036
2801,fold4,0,other,PI|PS,PI,PS,0.528657744,31500.0,0.08298772158180984
2802,fold4,0,other,PI|PS,PI,PS,0.571283079,31500.0,0.09366406670674904
2803,fold4,0,other,PI|PS,PI,PS,0.576504826,31500.0,0.08609375454849577
2804,fold4,0,other,PI|PS,PI,PS,0.578743698,31500.0,0.09676529484395767
2805,fold4,0,other,PI|PS,PI,PS,0.583217074,31500.0,0.09409251007005051
2806,fold4,0,other,PI|PS,PI,PS,0.591044702,31500.0,0.09566420819833876
2807,fold4,0,other,PI|PS,PI,PS,0.592162578,31500.0,0.08934721524316176
2808,fold4,0,other,PI|PS,PI,PS,0.595889454,31500.0,0.08126656138680198
2809,fold4,0,other,PI|PS,PI,PS,0.600360957,31500.0,0.09197077329879919
2810,fold4,0,other,PI|PS,PI,PS,0.606321089,31500.0,0.09782778502654056
2811,fold4,0,other,PI|PS,PI,PS,0.608928218,31500.0,0.0944361747902943
2812,fold4,0,other,PI|PS,PI,PS,0.613026472,31500.0,0.0901953454340429
2813,fold4,0,other,PI|PS,PI,PS,0.616745859,31500.0,0.1085064166761403
2814,fold4,0,other,PI|PS,PI,PS,0.623077992,31500.0,0.10318038786406211
2815,fold4,0,other,PI|PS,PI,PS,0.631268258,31500.0,0.08623430688952477
2816,fold4,0,other,PI|PS,PI,PS,0.634614395,31500.0,0.08212165521846844
2817,fold4,0,other,PI|PS,PI,PS,0.639080905,31500.0,0.09782778502654056
2818,fold4,0,other,PI|PS,PI,PS,0.642429539,31500.0,0.08198110287743945
2819,fold4,0,other,PI|PS,PI,PS,0.647635058,31500.0,0.08047944416599243
2820,fold4,0,other,PI|PS,PI,PS,0.652844946,31500.0,0.08701725294059096
2821,fold4,0,other,PI|PS,PI,PS,0.656189211,31500.0,0.08701725294059096
2822,fold4,0,other,PI|PS,PI,PS,0.661395354,31500.0,0.08383662952828866
2823,fold4,0,other,PI|PS,PI,PS,0.665859367,31500.0,0.09373262109304276
2824,fold4,0,other,PI|PS,PI,PS,0.669572513,31500.0,0.0804096692268277
2825,fold4,0,other,PI|PS,PI,PS,0.674774911,31500.0,0.080911295177413
2826,fold4,0,other,PI|PS,PI,PS,0.681089567,31500.0,0.08198110287743945
2827,fold4,1,lamellar,PI|PS,PI,PS,0.396431475,34600.0,0.508180598862328
2828,fold4,1,lamellar,PI|PS,PI,PS,0.402868175,34600.0,0.5021401813558489
2829,fold4,1,lamellar,PI|PS,PI,PS,0.409278482,34600.0,0.5127542455954558
2830,fold4,1,lamellar,PI|PS,PI,PS,0.418926935,34600.0,0.5025932280262714
2831,fold4,1,lamellar,PI|PS,PI,PS,0.42643422,34600.0,0.516354089547895
2832,fold4,1,lamellar,PI|PS,PI,PS,0.435012088,34600.0,0.49696897858704847
2833,fold4,1,lamellar,PI|PS,PI,PS,0.447872293,34600.0,0.5184708710318827
2834,fold4,1,lamellar,PI|PS,PI,PS,0.451090643,34600.0,0.5217480532753797
2835,fold4,1,lamellar,PI|PS,PI,PS,0.46289346,34600.0,0.503290822006209
2836,fold4,1,lamellar,PI|PS,PI,PS,0.471461431,34600.0,0.5214440114459094
2837,fold4,1,lamellar,PI|PS,PI,PS,0.477914628,34600.0,0.5138520074461079
2838,fold4,1,lamellar,PI|PS,PI,PS,0.489714146,34600.0,0.5199045080405298
2839,fold4,1,lamellar,PI|PS,PI,PS,0.499369197,34600.0,0.5061030554606956
2840,fold4,1,lamellar,PI|PS,PI,PS,0.513326379,34600.0,0.5046666968698867
2841,fold4,1,lamellar,PI|PS,PI,PS,0.520833663,34600.0,0.504791494151851
2842,fold4,1,lamellar,PI|PS,PI,PS,0.527283561,34600.0,0.5177151078452897
2843,fold4,1,lamellar,PI|PS,PI,PS,0.536925415,34600.0,0.5187061302377967
2844,fold4,1,lamellar,PI|PS,PI,PS,0.545519779,34600.0,0.5188312404808118
2845,fold4,1,lamellar,PI|PS,PI,PS,0.554114144,34600.0,0.5151547483534152
2846,fold4,1,lamellar,PI|PS,PI,PS,0.562688713,34600.0,0.5134124605125349
2847,fold4,1,lamellar,PI|PS,PI,PS,0.572347063,34600.0,0.514850614029885
2848,fold4,1,lamellar,PI|PS,PI,PS,0.584156479,34600.0,0.5009172149629373
2849,fold4,1,lamellar,PI|PS,PI,PS,0.592734347,34600.0,0.5087597319273047
2850,fold4,1,lamellar,PI|PS,PI,PS,0.603473179,34600.0,0.5003515198270544
2851,fold4,1,lamellar,PI|PS,PI,PS,0.612057646,34600.0,0.5152472324525461
2852,fold4,1,lamellar,PI|PS,PI,PS,0.621706098,34600.0,0.5166877294011388
2853,fold4,1,lamellar,PI|PS,PI,PS,0.629216682,34600.0,0.5072935497640785
2854,fold4,1,lamellar,PI|PS,PI,PS,0.643160668,34600.0,0.5137876222929005
2855,fold4,1,lamellar,PI|PS,PI,PS,0.656047265,34600.0,0.5121221110298483
2856,fold4,1,lamellar,PI|PS,PI,PS,0.661390288,34600.0,0.5046477961956926
2857,fold4,1,lamellar,PI|PS,PI,PS,0.674293382,34600.0,0.5216165474150818
2858,fold4,1,lamellar,PI|PS,PI,PS,0.683948432,34600.0,0.5147917866549262
2859,fold4,1,lamellar,PI|PS,PI,PS,0.6925296,34600.0,0.5074154872847336
2860,fold4,1,lamellar,PI|PS,PI,PS,0.700030287,34600.0,0.5033624582974137
2861,fold4,1,lamellar,PI|PS,PI,PS,0.709695235,34600.0,0.49793039251971327
2862,fold4,1,lamellar,PI|PS,PI,PS,0.719350286,34600.0,0.5093048656867945
2863,fold4,1,lamellar,PI|PS,PI,PS,0.726883964,34600.0,0.511413826968175
2864,fold4,1,lamellar,PI|PS,PI,PS,0.735409046,34600.0,0.5139416510585532
2865,fold4,1,lamellar,PI|PS,PI,PS,0.745120182,34600.0,0.5088515887953817
2866,fold4,1,lamellar,PI|PS,PI,PS,0.39085751,39800.0,0.6444725341512344
2867,fold4,1,lamellar,PI|PS,PI,PS,0.399438678,39800.0,0.6567858564483517
2868,fold4,1,lamellar,PI|PS,PI,PS,0.406929466,39800.0,0.6546639316528671
2869,fold4,1,lamellar,PI|PS,PI,PS,0.419786371,39800.0,0.6469587025727088
2870,fold4,1,lamellar,PI|PS,PI,PS,0.427280459,39800.0,0.6569638383819681
2871,fold4,1,lamellar,PI|PS,PI,PS,0.436922314,39800.0,0.6590622153004478
2872,fold4,1,lamellar,PI|PS,PI,PS,0.450869598,39800.0,0.6520343906416107
2873,fold4,1,lamellar,PI|PS,PI,PS,0.457296401,39800.0,0.6404346096813289
2874,fold4,1,lamellar,PI|PS,PI,PS,0.4701797,39800.0,0.6553537632746724
2875,fold4,1,lamellar,PI|PS,PI,PS,0.481975919,39800.0,0.6576700627951403
2876,fold4,1,lamellar,PI|PS,PI,PS,0.492708152,39800.0,0.648061357525567
2877,fold4,1,lamellar,PI|PS,PI,PS,0.503437086,39800.0,0.6409040765121274
2878,fold4,1,lamellar,PI|PS,PI,PS,0.51738437,39800.0,0.6419371500542063
2879,fold4,1,lamellar,PI|PS,PI,PS,0.525965538,39800.0,0.6385644952788031
2880,fold4,1,lamellar,PI|PS,PI,PS,0.537778253,39800.0,0.6480356318772678
2881,fold4,1,lamellar,PI|PS,PI,PS,0.547439902,39800.0,0.6466443458065045
2882,fold4,1,lamellar,PI|PS,PI,PS,0.562470967,39800.0,0.6522638409229805
2883,fold4,1,lamellar,PI|PS,PI,PS,0.572126018,39800.0,0.6491306035586354
2884,fold4,1,lamellar,PI|PS,PI,PS,0.580703887,39800.0,0.6429966251841344
2885,fold4,1,lamellar,PI|PS,PI,PS,0.589294952,39800.0,0.6477698694746512
2886,fold4,1,lamellar,PI|PS,PI,PS,0.602168353,39800.0,0.6450175026588706
2887,fold4,1,lamellar,PI|PS,PI,PS,0.611833302,39800.0,0.6536249025781815
2888,fold4,1,lamellar,PI|PS,PI,PS,0.622558937,39800.0,0.6459345603766495
2889,fold4,1,lamellar,PI|PS,PI,PS,0.632227184,39800.0,0.6556450181727985
2890,fold4,1,lamellar,PI|PS,PI,PS,0.640808352,39800.0,0.6548622364346418
2891,fold4,1,lamellar,PI|PS,PI,PS,0.652611169,39800.0,0.6401127199608282
2892,fold4,1,lamellar,PI|PS,PI,PS,0.657987183,39800.0,0.6447903319638155
2893,fold4,1,lamellar,PI|PS,PI,PS,0.667638935,39800.0,0.6485278786083994
2894,fold4,1,lamellar,PI|PS,PI,PS,0.676220103,39800.0,0.6479464288974645
2895,fold4,1,lamellar,PI|PS,PI,PS,0.686958935,39800.0,0.6391065701149424
2896,fold4,1,lamellar,PI|PS,PI,PS,0.692318453,39800.0,0.6545624879932908
2897,fold4,1,lamellar,PI|PS,PI,PS,0.704117971,39800.0,0.6420224389930536
2898,fold4,1,lamellar,PI|PS,PI,PS,0.710554671,39800.0,0.652309409851199
2899,fold4,1,lamellar,PI|PS,PI,PS,0.721286905,39800.0,0.6533691942745128
2900,fold4,1,lamellar,PI|PS,PI,PS,0.729868072,39800.0,0.6438522090483586
2901,fold4,1,lamellar,PI|PS,PI,PS,0.737398451,39800.0,0.65467419505184
2902,fold4,1,lamellar,PI|PS,PI,PS,0.749204568,39800.0,0.6510020351223825
2903,fold4,1,lamellar,PI|PS,PI,PS,0.757782436,39800.0,0.6552649296653857
2904,fold4,1,lamellar,PI|PS,PI,PS,0.761046975,39800.0,0.6546164632285514
2905,fold4,1,lamellar,PI|PS,PI,PS,0.7663801,39800.0,0.6414158317747801
2906,fold4,1,lamellar,PI|PS,PI,PS,0.776025253,39800.0,0.6583318815876099
2907,fold4,1,lamellar,PI|PS,PI,PS,0.779237005,39800.0,0.6444276588769322
2908,fold4,1,lamellar,PI|PS,PI,PS,0.791026626,39800.0,0.6481275521118921
2909,fold4,1,lamellar,PI|PS,PI,PS,0.406348811,39500.0,0.6504835093271001
2910,fold4,1,lamellar,PI|PS,PI,PS,0.413869292,39500.0,0.6564011400238007
2911,fold4,1,lamellar,PI|PS,PI,PS,0.417081044,39500.0,0.6550298385387788
2912,fold4,1,lamellar,PI|PS,PI,PS,0.425658912,39500.0,0.6512423783117005
2913,fold4,1,lamellar,PI|PS,PI,PS,0.438535613,39500.0,0.6454199120428132
2914,fold4,1,lamellar,PI|PS,PI,PS,0.444955817,39500.0,0.6605334402821736
2915,fold4,1,lamellar,PI|PS,PI,PS,0.456748737,39500.0,0.6553399107844791
2916,fold4,1,lamellar,PI|PS,PI,PS,0.463192036,39500.0,0.6610100030253039
2917,fold4,1,lamellar,PI|PS,PI,PS,0.476065437,39500.0,0.6460541986669724
2918,fold4,1,lamellar,PI|PS,PI,PS,0.487861656,39500.0,0.6538225217871688
2919,fold4,1,lamellar,PI|PS,PI,PS,0.498597189,39500.0,0.6552248727482662
2920,fold4,1,lamellar,PI|PS,PI,PS,0.507178356,39500.0,0.6382721648816794
2921,fold4,1,lamellar,PI|PS,PI,PS,0.518991071,39500.0,0.6582973925738848
2922,fold4,1,lamellar,PI|PS,PI,PS,0.52865602,39500.0,0.6582958152418866
2923,fold4,1,lamellar,PI|PS,PI,PS,0.536173202,39500.0,0.6502494803865262
2924,fold4,1,lamellar,PI|PS,PI,PS,0.545824953,39500.0,0.6422011234692866
2925,fold4,1,lamellar,PI|PS,PI,PS,0.560856019,39500.0,0.6464850574613941
2926,fold4,1,lamellar,PI|PS,PI,PS,0.570520967,39500.0,0.642109916316938
2927,fold4,1,lamellar,PI|PS,PI,PS,0.585542135,39500.0,0.6613785546759857
2928,fold4,1,lamellar,PI|PS,PI,PS,0.593059316,39500.0,0.644595246959731
2929,fold4,0,other,PI|PS,PI,PS,0.632898567,39500.0,0.6494890346185956
2930,fold4,0,other,PI|PS,PI,PS,0.647949428,39500.0,0.6452179642464818
2931,fold4,0,other,PI|PS,PI,PS,0.65546661,39500.0,0.645171359448116
2932,fold4,0,other,PI|PS,PI,PS,0.66621204,39500.0,0.6473868260563937
2933,fold4,0,other,PI|PS,PI,PS,0.674803105,39500.0,0.647180808530414
2934,fold4,0,other,PI|PS,PI,PS,0.720015071,39500.0,0.655505616303411
2935,fold4,0,other,PI|PS,PI,PS,0.735039537,39500.0,0.656382628213227
2936,fold4,0,other,PI|PS,PI,PS,0.747922836,39500.0,0.6448320315575703
2937,fold4,0,other,PI|PS,PI,PS,0.756517201,39500.0,0.6404584076977403
2938,fold4,0,other,PI|PS,PI,PS,0.764050879,39500.0,0.6571682830622702
2939,fold4,0,other,PI|PS,PI,PS,0.773722426,39500.0,0.6496618430897377
2940,fold4,0,other,PI|PS,PI,PS,0.785528542,39500.0,0.6579406437774415
2941,fold4,0,other,PI|PS,PI,PS,0.798398644,39500.0,0.6418761962916664
2942,fold4,0,other,PI|PS,PI,PS,0.803761461,39500.0,0.6447623953470033
2943,fold4,0,other,PI|PS,PI,PS,0.813413213,39500.0,0.639810619378965
2944,fold4,0,other,PI|PS,PI,PS,0.820913899,39500.0,0.6563540867975087
2945,fold4,0,other,PI|PS,PI,PS,0.849486449,39500.0,0.6473375950273068
2946,fold4,1,lamellar,PI|PS,PI,PS,0.379359867,39700.0,0.6707490270026097
2947,fold4,1,lamellar,PI|PS,PI,PS,0.390085502,39700.0,0.6652882060518206
2948,fold4,1,lamellar,PI|PS,PI,PS,0.397586188,39700.0,0.659113242079119
2949,fold4,1,lamellar,PI|PS,PI,PS,0.405083575,39700.0,0.6632217127394731
2950,fold4,1,lamellar,PI|PS,PI,PS,0.416866597,39700.0,0.6711893496810536
2951,fold4,1,lamellar,PI|PS,PI,PS,0.429739998,39700.0,0.6580484637528468
2952,fold4,1,lamellar,PI|PS,PI,PS,0.437240685,39700.0,0.6575860564857461
2953,fold4,1,lamellar,PI|PS,PI,PS,0.450104188,39700.0,0.661300394189066
2954,fold4,1,lamellar,PI|PS,PI,PS,0.459759239,39700.0,0.660295435038635
2955,fold4,1,lamellar,PI|PS,PI,PS,0.469420888,39700.0,0.6573684071381031
2956,fold4,1,lamellar,PI|PS,PI,PS,0.480146523,39700.0,0.6754829973171251
2957,fold4,1,lamellar,PI|PS,PI,PS,0.490878756,39700.0,0.6675119138911801
2958,fold4,1,lamellar,PI|PS,PI,PS,0.497318756,39700.0,0.6697216606347659
2959,fold4,1,lamellar,PI|PS,PI,PS,0.508054289,39700.0,0.6640100594410348
2960,fold4,1,lamellar,PI|PS,PI,PS,0.515561573,39700.0,0.6650629784525062
2961,fold4,1,lamellar,PI|PS,PI,PS,0.525216624,39700.0,0.6772094000693462
2962,fold4,0,other,PI|PS,PI,PS,0.549972023,39700.0,0.673174815394367
2963,fold4,0,other,PI|PS,PI,PS,0.557499103,39700.0,0.6792715203510139
2964,fold4,0,other,PI|PS,PI,PS,0.565019584,39700.0,0.6587069434233814
2965,fold4,0,other,PI|PS,PI,PS,0.578980065,39700.0,0.6707925910485873
2966,fold4,0,other,PI|PS,PI,PS,0.588638415,39700.0,0.6751286160847773
2967,fold4,0,other,PI|PS,PI,PS,0.59722948,39700.0,0.6668433632448203
2968,fold4,0,other,PI|PS,PI,PS,0.613341027,39700.0,0.6751650921083558
2969,fold4,0,other,PI|PS,PI,PS,0.623012574,39700.0,0.66386839814627
2970,fold4,0,other,PI|PS,PI,PS,0.631603639,39700.0,0.6727672405260015
2971,fold4,0,other,PI|PS,PI,PS,0.63912412,39700.0,0.6650865154932615
2972,fold4,0,other,PI|PS,PI,PS,0.653087901,39700.0,0.6554658899359715
2973,fold4,0,other,PI|PS,PI,PS,0.685396773,39700.0,0.6810028464167032
2974,fold4,0,other,PI|PS,PI,PS,0.704736567,39700.0,0.6645866786580166
2975,fold4,0,other,PI|PS,PI,PS,0.711179866,39700.0,0.6708764669532683
2976,fold4,0,other,PI|PS,PI,PS,0.724063165,39700.0,0.6735353754986029
2977,fold4,0,other,PI|PS,PI,PS,0.730506464,39700.0,0.6629394027974985
2978,fold4,0,other,PI|PS,PI,PS,0.741232099,39700.0,0.6590595031871355
2979,fold4,0,other,PI|PS,PI,PS,0.754108799,39700.0,0.6579232417182288
2980,fold4,0,other,PI|PS,PI,PS,0.764837733,39700.0,0.6655370662699781
2981,fold4,0,other,PI|PS,PI,PS,0.77664055,39700.0,0.6609582892080271
2982,fold4,0,other,PI|PS,PI,PS,0.788440068,39700.0,0.6595928612056343
2983,fold4,0,other,PI|PS,PI,PS,0.821357639,39700.0,0.6735393425103825
2984,fold4,1,lamellar,PI|PS,PI,PS,0.386642807,39900.0,0.6721425987522079
2985,fold4,1,lamellar,PI|PS,PI,PS,0.391995727,39900.0,0.6763192853737235
2986,fold4,1,lamellar,PI|PS,PI,PS,0.400570296,39900.0,0.6669493233473293
2987,fold4,1,lamellar,PI|PS,PI,PS,0.408077581,39900.0,0.6815280476898947
2988,fold4,1,lamellar,PI|PS,PI,PS,0.413430501,39900.0,0.6781658640777328
2989,fold4,1,lamellar,PI|PS,PI,PS,0.423072355,39900.0,0.6845371398181441
2990,fold4,1,lamellar,PI|PS,PI,PS,0.425220121,39900.0,0.6883760093816836
2991,fold4,1,lamellar,PI|PS,PI,PS,0.430569742,39900.0,0.6792650738093582
2992,fold4,1,lamellar,PI|PS,PI,PS,0.434865275,39900.0,0.6746844948209295
2993,fold4,1,lamellar,PI|PS,PI,PS,0.442365961,39900.0,0.6801418233429589
2994,fold4,1,lamellar,PI|PS,PI,PS,0.449869946,39900.0,0.6850187878554649
2995,fold4,1,lamellar,PI|PS,PI,PS,0.450943829,39900.0,0.6735007148247141
2996,fold4,1,lamellar,PI|PS,PI,PS,0.463813931,39900.0,0.6677031365761927
2997,fold4,0,other,PI|PS,PI,PS,0.486405068,39900.0,0.6693252537057927
2998,fold4,0,other,PI|PS,PI,PS,0.496099709,39900.0,0.6836215951786593
2999,fold4,0,other,PI|PS,PI,PS,0.502543008,39900.0,0.6633084342925705
3000,fold4,0,other,PI|PS,PI,PS,0.50684184,39900.0,0.675964887645767
3001,fold4,0,other,PI|PS,PI,PS,0.512211256,39900.0,0.6697411284322834
3002,fold4,0,other,PI|PS,PI,PS,0.519728438,39900.0,0.6834612440476843
3003,fold4,0,other,PI|PS,PI,PS,0.526171737,39900.0,0.6670117865987746
3004,fold4,0,other,PI|PS,PI,PS,0.532608437,39900.0,0.6762346488882693
3005,fold4,0,other,PI|PS,PI,PS,0.536894073,39900.0,0.6818394097133765
3006,fold4,0,other,PI|PS,PI,PS,0.544417853,39900.0,0.6818486793371603
3007,fold4,0,other,PI|PS,PI,PS,0.549787269,39900.0,0.6658177167441175
3008,fold4,0,other,PI|PS,PI,PS,0.558375035,39900.0,0.682316198634171
3009,fold4,0,other,PI|PS,PI,PS,0.562663969,39900.0,0.6836878408583773
3010,fold4,0,other,PI|PS,PI,PS,0.572328918,39900.0,0.6850830388436376
3011,fold4,0,other,PI|PS,PI,PS,0.578772217,39900.0,0.6906524876957316
3012,fold4,0,other,PI|PS,PI,PS,0.584144932,39900.0,0.6844695054352494
3013,fold4,0,other,PI|PS,PI,PS,0.588437165,39900.0,0.6865921163391377
3014,fold4,0,other,PI|PS,PI,PS,0.591652216,39900.0,0.6773707835695787
3015,fold4,0,other,PI|PS,PI,PS,0.597021632,39900.0,0.6821816456801821
3016,fold4,0,other,PI|PS,PI,PS,0.604538814,39900.0,0.6923037692516892
3017,fold4,0,other,PI|PS,PI,PS,0.609898332,39900.0,0.6734051592304151
3018,fold4,0,other,PI|PS,PI,PS,0.616341631,39900.0,0.6700805285015728
3019,fold4,0,other,PI|PS,PI,PS,0.622794828,39900.0,0.6760481722772401
3020,fold4,0,other,PI|PS,PI,PS,0.665816138,39900.0,0.6802655346852496
3021,fold4,0,other,PI|PS,PI,PS,0.674417101,39900.0,0.6803286198499638
3022,fold4,0,other,PI|PS,PI,PS,0.680863699,39900.0,0.6709937113193314
3023,fold4,0,other,PI|PS,PI,PS,0.686223217,39900.0,0.683546671457133
3024,fold4,0,other,PI|PS,PI,PS,0.691592633,39900.0,0.6821102016323547
3025,fold4,0,other,PI|PS,PI,PS,0.701257581,39900.0,0.6720936178057622
3026,fold4,0,other,PI|PS,PI,PS,0.705553114,39900.0,0.6830474243251974
3027,fold4,0,other,PI|PS,PI,PS,0.711986515,39900.0,0.6742315018192484
3028,fold4,0,other,PI|PS,PI,PS,0.717355931,39900.0,0.6697134764541638
3029,fold4,0,other,PI|PS,PI,PS,0.722725347,39900.0,0.6682927132277152
3030,fold4,0,other,PI|PS,PI,PS,0.730232632,39900.0,0.680513729946377
3031,fold4,0,other,PI|PS,PI,PS,0.735602048,39900.0,0.6780798183537791
3032,fold4,0,other,PI|PS,PI,PS,0.742035449,39900.0,0.6707614034837457
3033,fold4,0,other,PI|PS,PI,PS,0.745257098,39900.0,0.6848176561931969
3034,fold4,0,other,PI|PS,PI,PS,0.752770981,39900.0,0.6705300551068542
3035,fold4,0,other,PI|PS,PI,PS,0.761345551,39900.0,0.6831521564972209
3036,fold4,0,other,PI|PS,PI,PS,0.784815919,39900.0,0.6822946156514382
3037,fold4,0,other,PI|PS,PI,PS,0.79124932,39900.0,0.6886313854246336
3038,fold4,0,other,PI|PS,PI,PS,0.798769802,39900.0,0.6721348282814484
3039,fold4,0,other,PI|PS,PI,PS,0.80734767,39900.0,0.6679194728623234
3040,fold4,0,other,PI|PS,PI,PS,0.378871588,39800.0,0.6909618551074177
3041,fold4,0,other,PI|PS,PI,PS,0.383150625,39800.0,0.6771061973021333
3042,fold4,0,other,PI|PS,PI,PS,0.387446157,39800.0,0.6850939424631091
3043,fold4,0,other,PI|PS,PI,PS,0.396037223,39800.0,0.6939875060564965
3044,fold4,0,other,PI|PS,PI,PS,0.403554405,39800.0,0.6826319913509192
3045,fold4,0,other,PI|PS,PI,PS,0.411071587,39800.0,0.6923211747516463
3046,fold4,0,other,PI|PS,PI,PS,0.41536712,39800.0,0.6896573562669238
3047,fold4,0,other,PI|PS,PI,PS,0.420736535,39800.0,0.6862181082793448
3048,fold4,0,other,PI|PS,PI,PS,0.427179834,39800.0,0.6956371549252631
3049,fold4,0,other,PI|PS,PI,PS,0.433623133,39800.0,0.6996143664325046
3050,fold4,0,other,PI|PS,PI,PS,0.440063133,39800.0,0.6766025293419967
3051,fold4,0,other,PI|PS,PI,PS,0.445432549,39800.0,0.6960441468050442
3052,fold4,0,other,PI|PS,PI,PS,0.451872549,39800.0,0.687267210606974
3053,fold4,0,other,PI|PS,PI,PS,0.459386432,39800.0,0.6994784367983443
3054,fold4,0,other,PI|PS,PI,PS,0.465829731,39800.0,0.6891209859138587
3055,fold4,0,other,PI|PS,PI,PS,0.47227303,39800.0,0.6957730807144511
3056,fold4,0,other,PI|PS,PI,PS,0.476568562,39800.0,0.698913330727475
3057,fold4,0,other,PI|PS,PI,PS,0.483011861,39800.0,0.686813474064281
3058,fold4,0,other,PI|PS,PI,PS,0.490515847,39800.0,0.6810009637894154
3059,fold4,0,other,PI|PS,PI,PS,0.494811379,39800.0,0.6809803572594255
3060,fold4,0,other,PI|PS,PI,PS,0.504486225,39800.0,0.6829633378421681
3061,fold4,0,other,PI|PS,PI,PS,0.509845744,39800.0,0.6933033111467197
3062,fold4,0,other,PI|PS,PI,PS,0.513067393,39800.0,0.680553446911134
3063,fold4,0,other,PI|PS,PI,PS,0.519513991,39800.0,0.6827142898762346
3064,fold4,0,other,PI|PS,PI,PS,0.527014677,39800.0,0.6759523520861975
3065,fold4,0,other,PI|PS,PI,PS,0.530236327,39800.0,0.6886966404383862
