glob_feat0,glob_feat1,f1,f2,fold,is_coexistence,is_target,SMILES0,seg0_dop_raw,seg0_block_id,SMILES1,seg1_dop_raw,seg1_block_id,SMILES2,seg2_dop_raw,seg2_block_id,SMILES3,seg3_dop_raw,seg3_block_id,SMILES4,seg4_dop_raw,seg4_block_id,SMILES5,seg5_dop_raw,seg5_block_id,SMILES6,seg6_dop_raw,seg6_block_id,SMILES7,seg7_dop_raw,seg7_block_id,SMILES8,seg8_dop_raw,seg8_block_id,SMILES9,seg9_dop_raw,seg9_block_id
0.2496134020618556,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,18.813085253386586,0,*C\C=C(C)\C*,19.27210237269273,0,*CC(C(C)=C)*,19.56079584002637,0.0,*CC(C)(C=C)*,17.354016533894317,0.0,*CCO*,94.0,1.0,,,,,,,,,,,,,,,
0.2521907216494845,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,18.06597253585385,0,*C\C=C(C)\C*,19.36607442587621,0,*CC(C(C)=C)*,18.64701128773891,0.0,*CC(C)(C=C)*,19.92094175053103,0.0,*CCO*,94.0,1.0,,,,,,,,,,,,,,,
0.2547680412371134,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,18.65777073383191,0,*C\C=C(C)\C*,19.4246001688962,0,*CC(C(C)=C)*,18.293148505539403,0.0,*CC(C)(C=C)*,19.62448059173248,0.0,*CCO*,95.0,1.0,,,,,,,,,,,,,,,
0.2573453608247422,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,19.58670589026545,0,*C\C=C(C)\C*,19.33096140746652,0,*CC(C(C)=C)*,19.05184187574237,0.0,*CC(C)(C=C)*,18.030490826525664,0.0,*CCO*,93.0,1.0,,,,,,,,,,,,,,,
0.7688363394329897,0.0373359261059795,0.675,0.325,4,1,0,*C\C=C(C)/C*,88.19225634219842,0,*C\C=C(C)\C*,91.27561238871512,0,*CC(C(C)=C)*,86.64773726217211,0.0,*CC(C)(C=C)*,88.88439400691436,0.0,*CC(c1ccccc1)*,131.0,1.0,,,,,,,,,,,,,,,
0.7730559909793815,0.0373359261059795,0.675,0.325,4,1,0,*C\C=C(C)/C*,91.1841491186371,0,*C\C=C(C)\C*,89.21762186852202,0,*CC(C(C)=C)*,85.3542616046162,0.0,*CC(C)(C=C)*,89.24396740822465,0.0,*CC(c1ccccc1)*,130.0,1.0,,,,,,,,,,,,,,,
0.7773152327319588,0.0373359261059795,0.675,0.325,4,1,0,*C\C=C(C)/C*,92.22098952423082,0,*C\C=C(C)\C*,84.98108104560063,0,*CC(C(C)=C)*,93.36198643116144,0.0,*CC(C)(C=C)*,86.43594299900712,0.0,*CC(c1ccccc1)*,133.0,1.0,,,,,,,,,,,,,,,
0.5452706912371135,0.0372386971317452,0.692,0.308,4,1,0,*C\C=C(C)/C*,94.8551966215559,0,*C\C=C(C)\C*,91.36781009408068,0,*CC(C(C)=C)*,89.29404196872153,0.0,*CC(C)(C=C)*,93.48295131564193,0.0,*CC(c1ccccc1)*,124.0,1.0,,,,,,,,,,,,,,,
0.5506566028350516,0.0372386971317452,0.692,0.308,4,1,0,*C\C=C(C)/C*,96.23346081791982,0,*C\C=C(C)\C*,92.48633867129968,0,*CC(C(C)=C)*,95.84880045911054,0.0,*CC(C)(C=C)*,88.43140005166998,0.0,*CC(c1ccccc1)*,123.0,1.0,,,,,,,,,,,,,,,
0.556026018556701,0.0372386971317452,0.692,0.308,4,1,0,*C\C=C(C)/C*,96.03437459242576,0,*C\C=C(C)\C*,88.34884063776886,0,*CC(C(C)=C)*,88.29956968695693,0.0,*CC(C)(C=C)*,95.31721508284846,0.0,*CC(c1ccccc1)*,123.0,1.0,,,,,,,,,,,,,,,
0.2542323252835051,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,154.0,0,*C\C=C(C)/C*,5.518233819812699,1,*C\C=C(C)\C*,5.672831387549751,1.0,*CC(C(C)=C)*,5.560225863514305,1.0,*CC(C)(C=C)*,6.248708929123247,1.0,,,,,,,,,,,,,,,
0.2584090487886598,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,158.0,0,*C\C=C(C)/C*,5.541401204881378,1,*C\C=C(C)\C*,5.831230087109734,1.0,*CC(C(C)=C)*,5.771484827601749,1.0,*CC(C)(C=C)*,5.855883880407138,1.0,,,,,,,,,,,,,,,
0.2624886049226804,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,156.0,0,*C\C=C(C)/C*,5.968724763580502,1,*C\C=C(C)\C*,5.578391565584361,1.0,*CC(C(C)=C)*,5.560131409139038,1.0,*CC(C)(C=C)*,5.892752261696099,1.0,,,,,,,,,,,,,,,
0.2641610610051547,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,157.0,0,*C\C=C(C)/C*,6.036601912563792,1,*C\C=C(C)\C*,5.683996246785511,1.0,*CC(C(C)=C)*,5.474672076497272,1.0,*CC(C)(C=C)*,5.804729764153425,1.0,,,,,,,,,,,,,,,
0.2673499164948453,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,158.0,0,*C\C=C(C)/C*,5.970737028573789,1,*C\C=C(C)\C*,5.819855727822949,1.0,*CC(C(C)=C)*,5.683541541529322,1.0,*CC(C)(C=C)*,5.52586570207394,1.0,,,,,,,,,,,,,,,
0.6417525773195876,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,146.0,0,*CCCC*,15.726746905347454,1,*CC(CC)*,17.273253094652546,1.0,,,,,,,,,,,,,,,,,,,,,
0.6443298969072165,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,16.220964965838952,1,*CC(CC)*,16.779035034161048,1.0,,,,,,,,,,,,,,,,,,,,,
0.6469072164948454,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,17.205224707599186,1,*CC(CC)*,15.794775292400814,1.0,,,,,,,,,,,,,,,,,,,,,
0.6494845360824743,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,145.0,0,*CCCC*,17.17637545189643,1,*CC(CC)*,15.82362454810357,1.0,,,,,,,,,,,,,,,,,,,,,
0.6520618556701031,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,17.10816660627104,1,*CC(CC)*,15.89183339372896,1.0,,,,,,,,,,,,,,,,,,,,,
0.654639175257732,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,16.670774622537024,1,*CC(CC)*,16.329225377462976,1.0,,,,,,,,,,,,,,,,,,,,,
0.6572164948453608,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,15.869882447024333,1,*CC(CC)*,17.13011755297567,1.0,,,,,,,,,,,,,,,,,,,,,
0.6597938144329897,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,146.0,0,*CCCC*,17.2665549653028,1,*CC(CC)*,15.7334450346972,1.0,,,,,,,,,,,,,,,,,,,,,
0.6623711340206185,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,144.0,0,*CCCC*,17.212133449253848,1,*CC(CC)*,15.787866550746152,1.0,,,,,,,,,,,,,,,,,,,,,
0.6649484536082474,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,145.0,0,*CCCC*,16.75010754579947,1,*CC(CC)*,16.24989245420053,1.0,,,,,,,,,,,,,,,,,,,,,
0.6675257731958762,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,16.411651996576992,1,*CC(CC)*,16.588348003423008,1.0,,,,,,,,,,,,,,,,,,,,,
0.6701030927835051,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,144.0,0,*CCCC*,17.249094566716423,1,*CC(CC)*,15.750905433283576,1.0,,,,,,,,,,,,,,,,,,,,,
0.672680412371134,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,144.0,0,*CCCC*,16.080297402026627,1,*CC(CC)*,16.919702597973373,1.0,,,,,,,,,,,,,,,,,,,,,
0.6752577319587629,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,146.0,0,*CCCC*,17.303107345368158,1,*CC(CC)*,15.696892654631842,1.0,,,,,,,,,,,,,,,,,,,,,
0.6778350515463918,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,144.0,0,*CCCC*,17.23776893776736,1,*CC(CC)*,15.76223106223264,1.0,,,,,,,,,,,,,,,,,,,,,
0.6804123711340206,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,15.940433443401574,1,*CC(CC)*,17.059566556598426,1.0,,,,,,,,,,,,,,,,,,,,,
0.6829896907216495,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,145.0,0,*CCCC*,16.343351969355385,1,*CC(CC)*,16.656648030644615,1.0,,,,,,,,,,,,,,,,,,,,,
0.6855670103092784,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,15.783951117634825,1,*CC(CC)*,17.21604888236518,1.0,,,,,,,,,,,,,,,,,,,,,
0.654639175257732,0.0124453087019931,0.52,0.48,3,1,1,*CC(C1CCCCC1)*,125.0,0,*CCCC*,34.43152346155337,1,*CC(CC)*,34.56847653844663,1.0,,,,,,,,,,,,,,,,,,,,,
