glob_feat0,glob_feat1,f1,f2,fold,is_coexistence,is_target,SMILES0,seg0_dop_raw,seg0_block_id,SMILES1,seg1_dop_raw,seg1_block_id,smiles_A,dop_A,smiles_B,dop_B,value,n_seg_in_block0,n_seg_in_block1
0.7164948453608248,0.0414195430238211,0.87,0.13,3,1,0,*CC(c1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1(C(=O)Oc3ccc(OCCCC)cc3))*,75.0,0,*[Si](C)(C)O*,58.0,1,*CC(c1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1(C(=O)Oc3ccc(OCCCC)cc3))*,75.0,*[Si](C)(C)O*,58.0,0,1,1
0.7938144329896907,0.0414195430238211,0.87,0.13,3,1,0,*CC(c1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1(C(=O)Oc3ccc(OCCCC)cc3))*,75.0,0,*[Si](C)(C)O*,57.0,1,*CC(c1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1(C(=O)Oc3ccc(OCCCC)cc3))*,75.0,*[Si](C)(C)O*,57.0,0,1,1
0.6907216494845361,0.0518230432668935,0.9,0.1,3,1,0,*CC(c1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1(C(=O)Oc3ccc(OCCCC)cc3))*,97.0,0,*[Si](C)(C)O*,55.0,1,*CC(c1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1(C(=O)Oc3ccc(OCCCC)cc3))*,97.0,*[Si](C)(C)O*,55.0,0,1,1
0.4510309278350515,0.033543996110841,0.65,0.35,2,1,0,*CCCC*,796.0,0,*CCCC*,219.0,1,*CCCC*,796.0,*CCCC*,219.0,0,2,2
0.5876288659793815,0.0403500243072435,0.65,0.35,2,1,0,*CCCC*,946.0000000000001,0,*CCCC*,262.0,1,*CCCC*,946.0000000000001,*CCCC*,262.0,0,2,2
0.5979381443298969,0.0403500243072435,0.65,0.35,2,1,0,*CCCC*,952.0,0,*CCCC*,258.0,1,*CCCC*,952.0,*CCCC*,258.0,0,2,2
0.5747422680412371,0.0374331550802139,0.67,0.33,2,1,0,*CCCC*,902.0,0,*CCCC*,227.0,1,*CCCC*,902.0,*CCCC*,227.0,0,2,2
0.2573453608247422,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,76.0,0,*CCO*,94.0,1,*C\C=C(C)/C*,76.0,*CCO*,94.0,1,4,1
0.2573453608247422,0.0242100145843461,0.25,0.75,1,1,1,*C\C=C(C)/C*,77.0,0,*CCO*,454.0,1,*C\C=C(C)/C*,77.0,*CCO*,454.0,1,4,1
0.0614690721649484,0.0130286825473991,0.76,0.24,1,1,1,*C\C=C(C)/C*,151.0,0,*CCO*,92.0,1,*C\C=C(C)/C*,151.0,*CCO*,92.0,1,4,1
0.7731958762886598,0.0373359261059795,0.675,0.325,4,1,0,*C\C=C(C)/C*,365.0,0,*CC(c1ccccc1)*,131.0,1,*C\C=C(C)/C*,365.0,*CC(c1ccccc1)*,131.0,0,4,1
0.5515463917525774,0.0372386971317452,0.692,0.308,4,1,0,*C\C=C(C)/C*,364.0,0,*CC(c1ccccc1)*,126.0,1,*C\C=C(C)/C*,364.0,*CC(c1ccccc1)*,126.0,0,4,1
0.2728092783505155,0.0130286825473991,0.24,0.76,1,1,1,*CCO*,90.0,0,*C\C=C(C)/C*,151.0,1,*CCO*,90.0,*C\C=C(C)/C*,151.0,1,1,4
0.2573453608247422,0.0144871171609139,0.32,0.68,1,1,1,*CCO*,132.0,0,*C\C=C(C)/C*,143.0,1,*CCO*,132.0,*C\C=C(C)/C*,143.0,1,1,4
0.2573453608247422,0.0090422946037919,0.34,0.66,1,1,1,*CCO*,92.0,0,*C\C=C(C)/C*,93.0,1,*CCO*,92.0,*C\C=C(C)/C*,93.0,1,1,4
0.2573453608247422,0.0080700048614487,0.39,0.61,1,1,1,*CCO*,94.0,0,*C\C=C(C)/C*,76.0,1,*CCO*,94.0,*C\C=C(C)/C*,76.0,1,1,4
0.2521907216494845,0.0086533787068546,0.45,0.55,1,1,1,*CCO*,114.0,0,*C\C=C(C)/C*,71.99999999999999,1,*CCO*,114.0,*C\C=C(C)/C*,71.99999999999999,1,1,4
0.2650773195876288,0.0074866310160427,0.728,0.272,1,1,1,*CCO*,155.0,0,*C\C=C(C)/C*,29.0,1,*CCO*,155.0,*C\C=C(C)/C*,29.0,1,1,4
0.2573453608247422,0.0242100145843461,0.75,0.25,1,1,1,*CCO*,454.0,0,*C\C=C(C)/C*,76.0,1,*CCO*,454.0,*C\C=C(C)/C*,76.0,1,1,4
0.2650773195876288,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,157.0,0,*C\C=C(C)/C*,23.0,1,*CCO*,157.0,*C\C=C(C)/C*,23.0,1,1,4
0.5103092783505154,0.4127369956246962,0.72,0.28,4,1,1,*CC(c1ccccc1)*,2853.0,0,*CC(C)(C(=O)OCCCC)*,790.0,1,*CC(c1ccccc1)*,2853.0,*CC(C)(C(=O)OCCCC)*,790.0,1,1,1
0.5103092783505154,0.4487117160913952,0.74,0.26,4,1,1,*CC(c1ccccc1)*,3191.0,0,*CC(C)(C(=O)OCCCC)*,810.0,1,*CC(c1ccccc1)*,3191.0,*CC(C)(C(=O)OCCCC)*,810.0,1,1,1
0.2315721649484536,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,77.0,0,*CCO*,93.0,1,*C\C=C(C)/C*,77.0,*CCO*,93.0,1,4,1
0.2341494845360824,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,75.0,0,*CCO*,94.0,1,*C\C=C(C)/C*,75.0,*CCO*,94.0,1,4,1
0.2367268041237113,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,77.0,0,*CCO*,94.0,1,*C\C=C(C)/C*,77.0,*CCO*,94.0,1,4,1
0.2393041237113402,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,77.0,0,*CCO*,95.0,1,*C\C=C(C)/C*,77.0,*CCO*,95.0,1,4,1
0.241881443298969,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,76.00000000000003,0,*CCO*,93.0,1,*C\C=C(C)/C*,76.00000000000003,*CCO*,93.0,1,4,1
0.2444587628865979,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,75.0,0,*CCO*,94.0,1,*C\C=C(C)/C*,75.0,*CCO*,94.0,1,4,1
0.2470360824742268,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,76.0,0,*CCO*,94.0,1,*C\C=C(C)/C*,76.0,*CCO*,94.0,1,4,1
0.2496134020618556,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,75.0,0,*CCO*,94.0,1,*C\C=C(C)/C*,75.0,*CCO*,94.0,1,4,1
0.2521907216494845,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,76.0,0,*CCO*,94.0,1,*C\C=C(C)/C*,76.0,*CCO*,94.0,1,4,1
0.2547680412371134,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,75.99999999999999,0,*CCO*,95.0,1,*C\C=C(C)/C*,75.99999999999999,*CCO*,95.0,1,4,1
0.2573453608247422,0.0080700048614487,0.61,0.39,1,1,1,*C\C=C(C)/C*,76.0,0,*CCO*,93.0,1,*C\C=C(C)/C*,76.0,*CCO*,93.0,1,4,1
0.7688363394329897,0.0373359261059795,0.675,0.325,4,1,0,*C\C=C(C)/C*,355.0,0,*CC(c1ccccc1)*,131.0,1,*C\C=C(C)/C*,355.0,*CC(c1ccccc1)*,131.0,0,4,1
0.7730559909793815,0.0373359261059795,0.675,0.325,4,1,0,*C\C=C(C)/C*,355.0,0,*CC(c1ccccc1)*,130.0,1,*C\C=C(C)/C*,355.0,*CC(c1ccccc1)*,130.0,0,4,1
0.7773152327319588,0.0373359261059795,0.675,0.325,4,1,0,*C\C=C(C)/C*,357.0,0,*CC(c1ccccc1)*,133.0,1,*C\C=C(C)/C*,357.0,*CC(c1ccccc1)*,133.0,0,4,1
0.5452706912371135,0.0372386971317452,0.692,0.308,4,1,0,*C\C=C(C)/C*,369.0,0,*CC(c1ccccc1)*,124.0,1,*C\C=C(C)/C*,369.0,*CC(c1ccccc1)*,124.0,0,4,1
0.5506566028350516,0.0372386971317452,0.692,0.308,4,1,0,*C\C=C(C)/C*,373.0,0,*CC(c1ccccc1)*,123.0,1,*C\C=C(C)/C*,373.0,*CC(c1ccccc1)*,123.0,0,4,1
0.556026018556701,0.0372386971317452,0.692,0.308,4,1,0,*C\C=C(C)/C*,368.0,0,*CC(c1ccccc1)*,123.0,1,*C\C=C(C)/C*,368.0,*CC(c1ccccc1)*,123.0,0,4,1
0.2542323252835051,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,154.0,0,*C\C=C(C)/C*,23.0,1,*CCO*,154.0,*C\C=C(C)/C*,23.0,1,1,4
0.2584090487886598,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,158.0,0,*C\C=C(C)/C*,23.0,1,*CCO*,158.0,*C\C=C(C)/C*,23.0,1,1,4
0.2624886049226804,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,156.0,0,*C\C=C(C)/C*,23.0,1,*CCO*,156.0,*C\C=C(C)/C*,23.0,1,1,4
0.2641610610051547,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,157.0,0,*C\C=C(C)/C*,23.0,1,*CCO*,157.0,*C\C=C(C)/C*,23.0,1,1,4
0.2673499164948453,0.0072435585804569,0.766,0.234,1,1,1,*CCO*,158.0,0,*C\C=C(C)/C*,23.0,1,*CCO*,158.0,*C\C=C(C)/C*,23.0,1,1,4
0.6417525773195876,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,146.0,0,*CCCC*,33.0,1,*CCO*,146.0,*CCCC*,33.0,0,1,2
0.6443298969072165,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,33.0,1,*CCO*,143.0,*CCCC*,33.0,0,1,2
0.6469072164948454,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,33.0,1,*CCO*,143.0,*CCCC*,33.0,0,1,2
0.6494845360824743,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,145.0,0,*CCCC*,33.0,1,*CCO*,145.0,*CCCC*,33.0,0,1,2
0.6520618556701031,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,33.0,1,*CCO*,143.0,*CCCC*,33.0,0,1,2
0.654639175257732,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,33.0,1,*CCO*,143.0,*CCCC*,33.0,0,1,2
0.6572164948453608,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,33.0,1,*CCO*,143.0,*CCCC*,33.0,0,1,2
0.6597938144329897,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,146.0,0,*CCCC*,33.0,1,*CCO*,146.0,*CCCC*,33.0,0,1,2
0.6623711340206185,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,144.0,0,*CCCC*,33.0,1,*CCO*,144.0,*CCCC*,33.0,0,1,2
0.6649484536082474,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,145.0,0,*CCCC*,33.0,1,*CCO*,145.0,*CCCC*,33.0,0,1,2
0.6675257731958762,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,33.0,1,*CCO*,143.0,*CCCC*,33.0,0,1,2
0.6701030927835051,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,144.0,0,*CCCC*,33.0,1,*CCO*,144.0,*CCCC*,33.0,0,1,2
0.672680412371134,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,144.0,0,*CCCC*,33.0,1,*CCO*,144.0,*CCCC*,33.0,0,1,2
0.6752577319587629,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,146.0,0,*CCCC*,33.0,1,*CCO*,146.0,*CCCC*,33.0,0,1,2
0.6778350515463918,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,144.0,0,*CCCC*,33.0,1,*CCO*,144.0,*CCCC*,33.0,0,1,2
0.6804123711340206,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,33.0,1,*CCO*,143.0,*CCCC*,33.0,0,1,2
0.6829896907216495,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,145.0,0,*CCCC*,33.0,1,*CCO*,145.0,*CCCC*,33.0,0,1,2
0.6855670103092784,0.0070004861448711,0.72,0.28,3,1,0,*CCO*,143.0,0,*CCCC*,33.0,1,*CCO*,143.0,*CCCC*,33.0,0,1,2
0.654639175257732,0.0124453087019931,0.52,0.48,3,1,1,*CC(C1CCCCC1)*,125.0,0,*CCCC*,69.0,1,*CC(C1CCCCC1)*,125.0,*CCCC*,69.0,1,1,2
0.7242268041237113,0.0134175984443364,0.52,0.48,3,1,1,*CC(C1CCCCC1)*,134.0,0,*CCCC*,74.0,1,*CC(C1CCCCC1)*,134.0,*CCCC*,74.0,1,1,2
0.8298969072164948,0.0140982012639766,0.53,0.47,3,1,1,*CC(C1CCCCC1)*,143.0,0,*CCCC*,76.0,1,*CC(C1CCCCC1)*,143.0,*CCCC*,76.0,1,1,2
